Account_ID,Customer_ID,Branch_ID,Account_Type,Balance,Opening_Date
54179,10766,105,Current,679171,29-05-2017
54180,11295,107,Savings,1969494,29-11-2020
54181,10073,108,Current,937096,21-11-2019
54182,14796,100,Current,791673,26-05-2025
54183,14354,106,Current,111646,26-05-2019
54184,14421,102,Current,33490,25-09-2023
54185,11985,109,Savings,1766180,28-01-2025
54186,13655,103,Savings,588327,09-10-2018
54187,10472,108,Current,648170,17-03-2024
54188,11255,109,Savings,409400,17-03-2026
54189,11117,106,Current,35594,18-05-2026
54190,11982,100,Savings,254285,21-08-2024
54191,11963,105,Savings,739619,10-09-2023
54192,10264,106,Current,475878,14-01-2023
54193,14708,107,Savings,1032337,20-04-2020
54194,13703,108,Savings,1015961,06-04-2020
54195,13225,105,Savings,423020,16-11-2018
54196,12561,105,Savings,1565204,12-02-2023
54197,13382,105,Current,1576396,25-12-2017
54198,10474,101,Savings,1252114,22-10-2017
54199,13487,103,Current,1466837,26-06-2020
54200,10142,105,Savings,1697073,20-11-2016
54201,10615,103,Current,919919,23-02-2022
54202,10596,102,Current,81364,14-02-2020
54203,14375,102,Savings,1104354,12-04-2021
54204,14120,106,Current,564303,08-09-2020
54205,12030,100,Savings,500956,06-01-2022
54206,13562,109,Current,304806,14-08-2016
54207,11774,105,Savings,73427,15-03-2024
54208,10672,107,Current,1831638,27-01-2019
54209,10314,107,Current,1274742,26-08-2022
54210,12448,100,Current,893413,08-07-2016
54211,14786,106,Savings,1441823,10-02-2023
54212,11253,108,Savings,480519,27-12-2018
54213,11640,108,Savings,560053,04-05-2018
54214,14087,107,Current,73648,28-02-2025
54215,12916,104,Current,1560653,23-03-2023
54216,14358,102,Current,83900,06-05-2020
54217,14205,105,Savings,1258292,06-09-2025
54218,13904,101,Savings,809738,18-05-2025
54219,13243,106,Current,1329492,30-07-2021
54220,14715,109,Savings,1343637,16-07-2025
54221,10699,107,Savings,1672047,15-02-2019
54222,14033,100,Current,1148492,23-08-2022
54223,12966,108,Current,91433,20-10-2016
54224,12676,102,Savings,270985,02-05-2023
54225,10763,105,Current,420276,08-07-2018
54226,12290,107,Current,313635,17-06-2018
54227,14921,101,Savings,1801071,28-07-2019
54228,13307,106,Current,1765712,05-07-2022
54229,13331,108,Current,272638,27-09-2021
54230,10991,105,Current,72381,29-07-2022
54231,11699,108,Current,257281,23-06-2016
54232,11299,108,Savings,1050765,22-08-2022
54233,14639,104,Savings,908189,08-10-2020
54234,12771,107,Savings,1188815,14-07-2022
54235,11388,104,Current,431114,17-07-2023
54236,10495,101,Current,1008258,31-03-2021
54237,11600,106,Current,655411,21-12-2025
54238,10636,104,Savings,1577415,30-01-2020
54239,12364,107,Current,1008874,16-02-2019
54240,13180,109,Savings,765546,11-11-2022
54241,14070,101,Savings,223065,14-01-2024
54242,11223,106,Savings,924584,02-12-2018
54243,12433,103,Savings,792568,22-11-2020
54244,12216,101,Savings,650176,12-12-2018
54245,10598,101,Savings,1770560,07-12-2016
54246,11132,108,Savings,1700018,29-09-2016
54247,11411,103,Savings,243820,23-02-2022
54248,10280,104,Current,664631,28-07-2024
54249,10013,103,Savings,256297,25-02-2018
54250,13295,108,Savings,1573874,20-06-2016
54251,10823,105,Savings,407104,02-11-2024
54252,12103,101,Current,1700453,04-05-2017
54253,10954,109,Savings,1138899,29-02-2024
54254,10746,104,Current,132916,29-01-2025
54255,14240,106,Current,204663,14-07-2025
54256,12487,109,Current,1363218,07-12-2017
54257,13380,103,Savings,951196,03-02-2023
54258,13244,100,Current,237442,25-11-2023
54259,14497,101,Savings,446002,21-05-2026
54260,12155,100,Savings,430145,08-11-2021
54261,13294,100,Current,1947807,10-04-2023
54262,14039,104,Current,240541,07-06-2021
54263,14125,105,Current,363237,11-06-2019
54264,12462,108,Savings,796536,30-06-2022
54265,10067,105,Savings,1917130,13-02-2024
54266,10316,101,Current,508622,30-09-2017
54267,10812,105,Current,1317860,05-12-2019
54268,11518,102,Current,587143,21-05-2017
54269,11528,104,Current,1254950,30-11-2025
54270,10018,107,Savings,1297898,11-02-2026
54271,12089,106,Current,1490982,25-08-2019
54272,11857,102,Savings,1614537,12-02-2025
54273,14366,103,Current,271714,19-09-2024
54274,11910,109,Savings,1172839,22-02-2019
54275,12132,100,Savings,774923,30-05-2025
54276,13014,102,Current,433913,29-07-2025
54277,11018,105,Savings,1470258,03-08-2022
54278,14037,102,Savings,1334178,10-11-2020
54279,14526,105,Savings,14769,24-03-2017
54280,14769,109,Savings,1274688,22-11-2021
54281,14339,100,Savings,220094,16-10-2021
54282,10123,109,Savings,1970416,30-11-2019
54283,11459,108,Savings,1992598,13-12-2019
54284,14630,101,Savings,1669034,24-05-2017
54285,11434,100,Savings,90050,17-10-2019
54286,12863,103,Savings,48838,28-03-2024
54287,11431,105,Savings,1741472,21-06-2025
54288,12301,102,Savings,539357,19-11-2022
54289,14567,106,Current,1365874,06-03-2023
54290,11438,107,Savings,1169556,09-01-2021
54291,12807,108,Current,299065,30-07-2019
54292,11969,102,Current,491254,13-12-2019
54293,14726,106,Current,1266097,14-08-2024
54294,10579,107,Current,397892,24-01-2025
54295,13648,107,Current,117463,13-11-2020
54296,14744,100,Savings,380560,03-04-2024
54297,12730,109,Current,1828491,31-07-2025
54298,13024,102,Current,1844300,27-10-2022
54299,10941,108,Savings,1796911,22-07-2022
54300,10890,103,Current,1967528,29-04-2026
54301,10002,106,Current,35591,03-08-2021
54302,10727,108,Current,1268032,30-05-2019
54303,11771,106,Current,1149424,14-12-2025
54304,12149,107,Current,955606,16-02-2020
54305,14940,103,Current,1052203,31-07-2020
54306,11452,104,Savings,286113,11-12-2022
54307,13831,100,Savings,283829,26-09-2019
54308,10638,103,Current,1948425,28-01-2021
54309,11010,105,Current,1311760,19-09-2022
54310,14311,100,Savings,1170637,18-06-2021
54311,13854,101,Current,267863,14-07-2025
54312,13975,108,Current,20140,23-12-2016
54313,13586,102,Current,1850367,02-12-2019
54314,11434,102,Current,393648,01-09-2017
54315,11729,105,Savings,721652,10-09-2025
54316,11239,101,Savings,1383798,01-05-2018
54317,12258,103,Current,1249700,19-11-2017
54318,13573,108,Current,1245436,22-12-2019
54319,14783,104,Current,197574,12-01-2024
54320,11872,108,Savings,1938426,04-12-2017
54321,11779,103,Savings,938059,18-12-2018
54322,10782,102,Current,1700409,19-11-2020
54323,13648,106,Savings,330623,27-12-2016
54324,12684,102,Current,214426,31-12-2021
54325,14959,102,Current,829235,29-07-2022
54326,11356,106,Savings,1510707,04-07-2021
54327,11925,109,Current,961647,22-05-2022
54328,13218,109,Current,532039,02-09-2023
54329,10262,101,Current,501292,14-10-2025
54330,14064,107,Current,1639622,28-01-2026
54331,12122,104,Savings,98928,12-06-2017
54332,14846,109,Savings,1640211,19-04-2023
54333,13188,108,Savings,633081,23-07-2024
54334,13619,108,Current,53984,29-06-2018
54335,11398,104,Savings,602785,05-05-2022
54336,14025,109,Savings,1042200,02-12-2019
54337,10390,106,Savings,1577527,19-06-2020
54338,13021,109,Current,1873611,09-02-2025
54339,13568,102,Savings,742829,17-06-2022
54340,11205,100,Savings,39648,04-05-2020
54341,12117,102,Savings,210265,05-04-2026
54342,11616,103,Current,37579,17-12-2020
54343,13975,107,Current,18360,30-11-2024
54344,12913,100,Savings,243766,17-04-2021
54345,13544,102,Savings,1384838,06-03-2023
54346,12850,100,Savings,260620,23-11-2022
54347,12272,102,Savings,1261218,18-09-2022
54348,13583,102,Savings,15324,13-10-2019
54349,14274,103,Savings,880914,17-05-2024
54350,14766,100,Current,970998,15-07-2021
54351,14885,105,Current,63767,04-11-2021
54352,13210,108,Current,48539,20-10-2021
54353,10391,103,Current,63015,14-07-2024
54354,13618,108,Savings,1420903,12-11-2019
54355,10139,108,Savings,51395,24-09-2025
54356,14090,102,Savings,728893,06-07-2023
54357,13245,105,Savings,123857,24-05-2018
54358,11958,106,Current,1468263,26-12-2021
54359,12735,106,Savings,309035,07-07-2020
54360,10707,103,Savings,1403484,06-11-2022
54361,14338,108,Savings,949838,04-08-2021
54362,12761,100,Savings,1579676,28-03-2018
54363,13925,109,Savings,217149,30-09-2020
54364,14502,108,Savings,489215,10-12-2019
54365,12652,100,Current,60062,12-06-2024
54366,14514,104,Current,314306,31-12-2017
54367,13204,106,Savings,1783288,12-04-2019
54368,10280,108,Savings,369251,01-09-2017
54369,10932,108,Savings,1064478,23-12-2020
54370,11144,101,Current,560220,23-01-2025
54371,13724,103,Savings,309228,08-09-2017
54372,13200,108,Current,79816,13-05-2017
54373,11914,109,Savings,446247,23-12-2025
54374,11191,100,Savings,417088,07-06-2017
54375,13202,105,Savings,1430461,30-08-2023
54376,11110,107,Savings,628932,12-09-2024
54377,12076,102,Savings,1740891,04-10-2018
54378,12139,109,Savings,160102,07-01-2025
54379,11415,108,Current,254654,22-04-2020
54380,11844,103,Savings,1346944,27-09-2025
54381,12089,109,Savings,1269663,21-07-2019
54382,10758,106,Savings,1919696,13-05-2021
54383,12268,103,Current,709104,21-03-2024
54384,10398,104,Current,1171738,15-01-2018
54385,11352,105,Current,101470,18-07-2022
54386,10706,100,Current,1957851,19-12-2018
54387,11536,107,Savings,1572288,13-02-2025
54388,11851,107,Current,712962,21-08-2017
54389,11160,100,Current,190618,10-01-2018
54390,10319,105,Current,778990,02-11-2024
54391,11476,107,Current,385596,03-04-2019
54392,14890,108,Savings,257599,11-01-2026
54393,14020,105,Current,703105,17-11-2017
54394,11255,109,Savings,141964,18-09-2021
54395,13672,107,Current,224286,05-09-2020
54396,11473,108,Current,484147,01-01-2026
54397,10314,105,Current,683876,17-08-2022
54398,12723,101,Current,1930564,15-03-2025
54399,10552,101,Savings,1744991,14-05-2025
54400,11897,102,Savings,1104890,12-06-2018
54401,10021,106,Savings,1627348,26-12-2023
54402,11897,108,Savings,1203885,05-04-2020
54403,13498,102,Savings,1203634,05-08-2018
54404,10539,100,Savings,1020305,14-09-2021
54405,12610,107,Savings,624064,20-06-2016
54406,14576,109,Current,1584961,04-08-2018
54407,12477,101,Current,745619,28-04-2018
54408,11461,107,Current,64006,06-06-2021
54409,14168,107,Current,632075,07-12-2019
54410,14052,105,Current,98724,19-12-2019
54411,12453,104,Current,477923,25-11-2020
54412,11047,103,Savings,1143901,15-03-2026
54413,10431,109,Savings,248364,11-11-2024
54414,11647,103,Current,996789,26-08-2025
54415,14457,102,Current,94440,01-09-2024
54416,11366,102,Current,1112107,28-12-2023
54417,12832,107,Savings,1521090,24-11-2017
54418,13090,105,Savings,1593996,05-10-2016
54419,11391,109,Current,22978,21-09-2017
54420,13170,101,Current,676465,14-01-2017
54421,14964,108,Savings,423220,05-03-2024
54422,12923,105,Savings,1929029,23-08-2023
54423,12546,109,Savings,325201,09-05-2023
54424,14044,102,Current,469707,14-01-2025
54425,14297,106,Savings,315959,29-12-2024
54426,11972,100,Savings,1724398,30-11-2024
54427,14342,108,Savings,961568,06-08-2017
54428,12972,105,Savings,418754,04-02-2020
54429,14064,106,Savings,1275018,03-08-2017
54430,10725,109,Current,1002539,30-03-2026
54431,11258,101,Current,938431,07-09-2025
54432,14641,106,Savings,1855357,18-09-2021
54433,12252,108,Current,676857,19-06-2020
54434,13841,103,Savings,808007,22-12-2024
54435,14742,104,Current,232521,05-10-2016
54436,12519,103,Savings,155604,20-11-2024
54437,12417,107,Current,140000,29-09-2021
54438,10002,108,Current,20778,18-02-2025
54439,13371,106,Current,428935,31-05-2019
54440,13204,104,Current,1073174,28-10-2016
54441,10680,103,Savings,1735027,20-02-2022
54442,13267,104,Current,867352,19-10-2025
54443,13686,107,Current,1867109,31-08-2019
54444,12829,103,Current,888645,01-07-2020
54445,10114,103,Savings,140521,30-09-2021
54446,14052,106,Current,39464,24-12-2018
54447,11948,102,Current,1727497,26-02-2019
54448,14468,100,Savings,1702030,02-11-2017
54449,12018,109,Savings,876678,05-02-2023
54450,13741,106,Current,1198742,23-06-2016
54451,12545,105,Current,1319817,18-04-2025
54452,12286,103,Current,1448079,07-03-2025
54453,10599,103,Savings,499864,10-06-2019
54454,14667,109,Current,1140356,06-04-2018
54455,14087,102,Savings,25625,25-01-2021
54456,11674,108,Current,200289,06-01-2017
54457,14249,104,Current,974607,11-01-2019
54458,10209,108,Current,900889,17-06-2019
54459,12228,108,Current,1510096,19-02-2018
54460,14669,107,Current,1015188,01-07-2018
54461,11936,101,Current,922014,01-12-2020
54462,14866,104,Savings,543420,15-10-2019
54463,14717,104,Current,241635,23-08-2022
54464,12599,102,Savings,104195,23-05-2021
54465,14840,102,Savings,1782466,01-01-2025
54466,12735,107,Savings,1923637,16-07-2023
54467,14260,107,Savings,306423,18-06-2017
54468,13788,104,Current,1667446,03-03-2019
54469,12120,107,Savings,471592,08-04-2026
54470,12939,100,Current,1839852,16-02-2020
54471,12882,108,Savings,1715579,31-01-2024
54472,12152,106,Savings,1492664,06-09-2018
54473,11289,106,Current,364661,11-02-2023
54474,11407,108,Current,1170282,19-04-2021
54475,11943,106,Savings,1913453,01-12-2018
54476,14792,104,Current,1645050,21-04-2024
54477,10183,105,Savings,689459,09-12-2019
54478,10036,107,Savings,205529,06-11-2017
54479,10164,101,Savings,546503,28-03-2021
54480,11311,107,Savings,315479,20-10-2024
54481,14766,105,Current,458790,04-01-2023
54482,12098,103,Current,1805876,25-11-2024
54483,14137,106,Current,1996029,09-06-2018
54484,14817,105,Current,1076585,03-03-2023
54485,10895,106,Current,56604,06-09-2022
54486,10576,104,Savings,1599300,18-07-2019
54487,13908,107,Current,1647751,12-10-2020
54488,13637,109,Current,460118,16-08-2018
54489,14782,100,Current,1033553,12-02-2018
54490,10054,106,Current,597933,24-04-2018
54491,13400,109,Savings,778646,15-03-2022
54492,12517,100,Savings,65265,31-07-2022
54493,14456,102,Savings,1231685,24-05-2024
54494,14375,100,Savings,956872,14-06-2022
54495,12790,107,Savings,232735,30-07-2023
54496,12804,101,Savings,206169,11-08-2023
54497,14236,102,Current,626201,30-10-2018
54498,14242,108,Current,1120468,07-12-2016
54499,14932,104,Savings,323355,15-03-2023
54500,14672,100,Current,772455,16-05-2025
54501,10658,106,Current,1403677,03-08-2017
54502,12107,109,Savings,139124,05-12-2017
54503,14824,109,Savings,402114,17-07-2017
54504,11303,108,Savings,418108,24-12-2023
54505,12815,107,Current,236487,20-10-2018
54506,13453,107,Savings,437760,31-03-2022
54507,12198,103,Current,1139586,04-01-2019
54508,11756,107,Current,269298,11-08-2020
54509,12320,100,Current,61063,25-05-2021
54510,14423,101,Savings,92221,08-12-2023
54511,14073,109,Savings,164420,20-04-2023
54512,10354,100,Savings,1529165,02-03-2026
54513,10940,106,Current,978890,01-06-2017
54514,14516,104,Savings,246545,29-02-2024
54515,13622,102,Savings,528026,18-09-2023
54516,12036,102,Savings,265156,16-04-2017
54517,10800,104,Current,1669280,18-02-2021
54518,10430,107,Savings,428448,24-10-2018
54519,12218,108,Savings,605601,14-12-2025
54520,11044,104,Current,303363,27-09-2025
54521,14564,107,Savings,828904,02-10-2018
54522,14001,101,Current,1255238,24-06-2023
54523,13416,102,Current,1823026,31-08-2019
54524,10028,105,Savings,406041,21-02-2017
54525,12690,104,Savings,11449,05-01-2023
54526,10168,106,Current,1047197,05-06-2024
54527,14152,100,Savings,609204,21-08-2019
54528,13884,104,Savings,226635,09-02-2019
54529,14533,105,Savings,86449,26-01-2019
54530,13016,106,Savings,1820770,30-04-2023
54531,14546,103,Current,1453525,23-05-2017
54532,12600,102,Current,1661217,02-10-2016
54533,14162,105,Savings,1681170,25-08-2019
54534,14753,103,Current,1015501,19-10-2022
54535,12859,109,Savings,231253,02-05-2026
54536,13282,106,Current,651776,06-10-2017
54537,13165,102,Current,1522880,03-06-2024
54538,13098,100,Current,781357,13-12-2020
54539,14909,103,Current,843703,07-03-2020
54540,10883,101,Savings,81870,17-05-2025
54541,11505,106,Current,1539329,12-04-2019
54542,11493,103,Current,88149,15-04-2019
54543,10646,103,Savings,567111,04-07-2017
54544,14534,105,Savings,1441757,17-10-2018
54545,14441,105,Current,96322,27-09-2021
54546,13051,103,Savings,1707923,09-05-2022
54547,14633,107,Savings,316342,30-07-2018
54548,12944,100,Current,54877,15-11-2022
54549,13359,101,Savings,17237,02-07-2018
54550,13772,109,Current,1111570,05-06-2018
54551,12545,104,Savings,1325636,16-03-2024
54552,13786,108,Current,1361805,04-06-2017
54553,12837,100,Current,10941,25-08-2016
54554,14832,105,Savings,205623,23-05-2023
54555,10731,100,Savings,888558,11-04-2020
54556,11666,105,Current,378036,06-10-2022
54557,10534,109,Savings,448347,12-03-2018
54558,14948,100,Current,96784,09-08-2019
54559,11882,109,Current,118617,08-09-2017
54560,11234,105,Current,346203,01-05-2023
54561,11689,105,Current,106622,10-10-2018
54562,12622,109,Current,580561,02-09-2018
54563,11102,102,Current,1057697,25-06-2021
54564,12412,109,Current,1203480,10-05-2026
54565,13775,106,Current,901961,10-11-2021
54566,10798,103,Current,140292,14-03-2018
54567,13214,100,Current,1868430,26-10-2024
54568,11276,109,Current,530126,04-04-2021
54569,10101,107,Savings,183055,22-01-2025
54570,14027,107,Current,1530552,17-04-2017
54571,14491,100,Current,350561,13-06-2021
54572,14275,105,Savings,58072,18-05-2023
54573,10009,105,Current,109791,07-04-2025
54574,13391,106,Savings,413566,15-10-2022
54575,10724,106,Current,759990,19-06-2021
54576,14169,103,Current,1906848,19-12-2023
54577,10512,100,Savings,727251,21-07-2018
54578,13293,102,Savings,1581718,12-02-2022
54579,11852,104,Savings,1881149,15-08-2022
54580,13076,102,Savings,1079599,13-05-2022
54581,14801,108,Savings,279096,07-03-2025
54582,14529,107,Savings,84166,04-08-2017
54583,11558,104,Savings,1466989,14-06-2019
54584,10688,107,Savings,704541,18-07-2016
54585,11076,102,Savings,85997,03-06-2024
54586,11061,104,Current,1885445,12-07-2016
54587,10645,103,Current,1855834,13-05-2025
54588,12515,100,Savings,377620,09-06-2018
54589,13121,105,Savings,1017876,29-12-2019
54590,11975,104,Savings,216705,27-07-2017
54591,11760,106,Savings,800104,14-04-2020
54592,14108,103,Current,1247744,25-08-2017
54593,14318,101,Current,339094,17-04-2026
54594,14516,105,Current,924574,20-08-2017
54595,11867,103,Current,1956564,26-10-2022
54596,11654,104,Current,1745389,13-06-2020
54597,13478,100,Savings,489076,06-02-2019
54598,10232,107,Savings,1860653,09-09-2017
54599,11400,105,Current,50885,20-12-2023
54600,12041,101,Current,1369997,22-04-2021
54601,12049,102,Current,261499,10-07-2018
54602,14284,104,Savings,1611952,28-10-2021
54603,14410,106,Current,60798,07-01-2017
54604,12737,100,Current,1290918,04-02-2019
54605,13367,104,Current,1471760,10-03-2017
54606,13992,109,Current,71399,19-01-2020
54607,12307,107,Current,345135,07-12-2023
54608,13047,109,Savings,337709,22-05-2018
54609,13814,100,Savings,1159402,01-09-2021
54610,12813,104,Current,1144280,04-01-2020
54611,14165,103,Current,1600663,24-10-2017
54612,10573,102,Current,229275,31-12-2018
54613,10019,107,Current,85194,29-01-2017
54614,10563,108,Savings,1962341,23-12-2022
54615,13796,102,Savings,1473360,21-04-2023
54616,13406,109,Current,1961260,18-05-2022
54617,13889,108,Current,19549,11-08-2021
54618,12059,102,Savings,1121665,02-10-2021
54619,12414,100,Savings,14791,27-11-2021
54620,14158,106,Current,1764028,08-11-2024
54621,11954,103,Savings,1386753,17-07-2024
54622,13087,106,Savings,323672,23-11-2019
54623,13070,104,Current,375664,23-03-2023
54624,10548,101,Current,1786837,21-01-2022
54625,10568,105,Savings,75572,27-05-2018
54626,12124,109,Current,717894,22-01-2017
54627,10265,101,Current,1946476,31-07-2020
54628,14017,108,Savings,292955,21-06-2023
54629,11473,109,Savings,85801,09-05-2017
54630,13963,109,Current,230892,12-10-2017
54631,13191,107,Current,260221,08-04-2021
54632,14847,101,Current,1510123,15-06-2021
54633,14946,100,Savings,1519411,13-10-2023
54634,10733,100,Current,1628065,16-05-2017
54635,10502,107,Savings,55788,08-02-2020
54636,13922,107,Savings,71661,13-04-2019
54637,12700,104,Current,249070,02-10-2023
54638,13747,103,Savings,1865861,21-01-2020
54639,10001,100,Current,632773,14-02-2026
54640,14138,101,Current,1994296,23-07-2017
54641,11117,102,Current,66032,28-10-2016
54642,12013,105,Savings,329337,29-06-2025
54643,12572,109,Current,813119,21-01-2024
54644,13240,102,Current,48006,13-02-2018
54645,14710,107,Current,726252,03-12-2020
54646,13745,102,Current,98540,10-04-2025
54647,11089,109,Current,599931,31-03-2017
54648,13567,109,Current,212951,14-10-2018
54649,11172,106,Current,791414,06-11-2023
54650,14649,105,Current,182445,22-08-2016
54651,12867,109,Savings,1930082,23-05-2025
54652,14704,100,Savings,374323,13-09-2024
54653,14691,101,Current,1817115,11-09-2023
54654,13499,105,Current,94211,01-09-2023
54655,12821,100,Current,647170,15-06-2020
54656,10772,102,Savings,584862,11-02-2024
54657,12604,101,Savings,1179719,17-12-2017
54658,14181,100,Savings,82966,28-07-2024
54659,11313,100,Current,404789,19-11-2017
54660,14007,108,Current,1812368,23-04-2021
54661,11765,105,Current,291914,16-12-2019
54662,11062,107,Current,295226,11-11-2025
54663,14808,109,Current,768144,24-11-2021
54664,10267,104,Savings,693734,13-06-2021
54665,13822,104,Current,1521106,30-07-2016
54666,12844,103,Savings,932785,03-06-2023
54667,12054,108,Current,1343318,08-12-2016
54668,14932,100,Current,460845,31-03-2022
54669,11883,109,Savings,813153,10-06-2022
54670,10808,100,Current,114361,18-07-2017
54671,14652,100,Savings,263633,17-11-2016
54672,14279,101,Current,1338031,18-04-2019
54673,11479,109,Current,72636,15-02-2018
54674,14375,102,Savings,967378,15-04-2025
54675,11962,102,Savings,842197,17-02-2026
54676,12542,100,Current,212572,01-11-2025
54677,10767,109,Current,1445371,27-08-2024
54678,10417,109,Current,588125,24-04-2022
54679,10708,102,Current,1137589,21-09-2020
54680,10348,104,Current,512184,02-01-2019
54681,11996,100,Current,1438595,29-12-2022
54682,11029,100,Savings,1753083,17-01-2023
54683,14070,109,Savings,737080,31-07-2025
54684,10969,103,Savings,1529254,12-11-2017
54685,14495,106,Savings,1349139,17-03-2023
54686,12231,100,Savings,85913,18-09-2016
54687,10931,105,Current,92453,14-06-2020
54688,12408,105,Current,326770,21-05-2025
54689,10819,109,Savings,278382,20-08-2023
54690,12932,107,Savings,428993,04-04-2024
54691,11178,100,Current,1265438,25-03-2026
54692,12335,104,Current,554573,06-08-2017
54693,14659,102,Current,836019,18-04-2020
54694,12810,102,Savings,209538,06-11-2018
54695,10190,103,Savings,1643241,12-08-2021
54696,14537,106,Savings,1604566,15-03-2018
54697,12536,104,Savings,1620076,07-01-2018
54698,13787,106,Savings,249272,07-10-2023
54699,14080,105,Current,447162,18-11-2017
54700,14180,102,Current,278840,03-02-2018
54701,11570,109,Savings,1585531,30-07-2020
54702,12145,105,Current,978797,02-03-2025
54703,11474,103,Current,1890363,07-07-2019
54704,14676,108,Savings,1396546,19-02-2025
54705,14864,102,Savings,1568747,16-07-2021
54706,12665,101,Savings,84741,27-04-2021
54707,10290,108,Savings,114899,12-07-2019
54708,12561,104,Savings,1898060,11-09-2020
54709,14001,106,Savings,1236725,09-03-2017
54710,14213,102,Current,264729,08-11-2024
54711,11762,103,Savings,1637848,26-09-2017
54712,13225,103,Current,163250,01-10-2020
54713,13189,101,Current,1584453,17-09-2022
54714,13769,102,Current,46104,02-11-2018
54715,10549,109,Savings,1541894,03-10-2025
54716,13162,105,Current,1388624,27-04-2019
54717,12562,101,Current,61008,27-08-2016
54718,10402,106,Current,265972,02-05-2023
54719,12315,102,Savings,1986856,13-11-2017
54720,14153,109,Savings,1452568,11-02-2020
54721,14919,102,Current,895112,01-06-2023
54722,13522,105,Savings,454821,26-02-2018
54723,14467,106,Current,200895,28-10-2025
54724,10286,107,Savings,332931,06-07-2021
54725,13074,108,Current,1886270,21-08-2019
54726,12434,102,Savings,26863,15-04-2022
54727,12490,106,Current,1730707,22-09-2024
54728,14994,107,Savings,331025,11-11-2025
54729,12980,105,Savings,131636,10-10-2021
54730,11338,106,Savings,1727776,30-04-2024
54731,12161,100,Savings,284175,12-05-2026
54732,14545,105,Savings,668760,27-03-2024
54733,14923,107,Savings,1481139,06-03-2025
54734,12066,106,Savings,860806,18-10-2019
54735,10292,108,Current,1528564,18-02-2017
54736,10020,102,Current,136947,22-05-2021
54737,14754,102,Current,61539,13-07-2024
54738,12438,104,Savings,213685,27-10-2017
54739,12058,108,Savings,1953288,26-02-2024
54740,13778,102,Current,1004982,29-06-2025
54741,11059,109,Current,1000118,14-08-2017
54742,13795,107,Savings,1844275,11-11-2017
54743,13879,107,Current,1551102,08-11-2021
54744,14754,105,Savings,93116,27-06-2018
54745,10963,107,Current,1693033,26-01-2025
54746,11579,109,Savings,877949,10-01-2017
54747,14042,105,Current,68570,04-10-2023
54748,14388,101,Current,1055370,19-10-2025
54749,12431,102,Current,85297,20-11-2020
54750,12725,104,Current,1030470,12-08-2021
54751,11563,108,Savings,266490,16-01-2017
54752,10901,101,Savings,142800,31-03-2022
54753,12663,100,Current,1545594,16-06-2021
54754,11238,102,Current,1003861,10-02-2020
54755,13913,100,Savings,1294974,08-05-2025
54756,14925,100,Savings,1131505,06-11-2016
54757,10937,107,Current,766589,19-03-2017
54758,12554,105,Current,574358,27-05-2024
54759,12862,101,Current,73913,24-11-2021
54760,12171,103,Savings,1694447,24-04-2018
54761,13654,106,Current,340455,01-09-2024
54762,12745,109,Current,76433,19-06-2018
54763,11684,101,Savings,712389,07-09-2025
54764,10711,101,Savings,1388769,09-03-2018
54765,10009,105,Savings,245471,04-08-2021
54766,10521,107,Savings,132239,28-01-2025
54767,11641,106,Current,1735559,09-06-2018
54768,14300,109,Current,1691514,19-05-2020
54769,14956,100,Savings,1365634,16-07-2023
54770,14051,106,Current,58606,08-10-2016
54771,14216,108,Current,1369581,02-12-2025
54772,12503,103,Savings,905240,01-07-2018
54773,13338,104,Current,955198,19-04-2021
54774,11753,105,Current,919194,29-06-2020
54775,13522,108,Savings,811614,13-12-2016
54776,10714,107,Current,983503,10-05-2025
54777,14905,107,Current,409876,23-01-2023
54778,14115,107,Current,1489416,10-06-2023
54779,11034,107,Current,191831,06-10-2023
54780,11846,102,Savings,1280883,03-07-2024
54781,12742,106,Savings,77830,29-04-2019
54782,14709,107,Current,957591,22-05-2018
54783,10460,105,Savings,1875776,07-01-2026
54784,11081,102,Savings,502533,04-12-2018
54785,13227,102,Savings,1705691,25-09-2024
54786,12201,105,Savings,750407,05-12-2023
54787,12628,107,Savings,94480,08-01-2025
54788,12197,107,Current,319016,16-04-2018
54789,14513,105,Current,84186,26-08-2021
54790,11364,107,Current,1903513,21-10-2019
54791,12415,109,Savings,1801743,10-11-2021
54792,12386,108,Current,305928,15-03-2025
54793,12995,107,Current,484113,09-09-2021
54794,11983,104,Savings,734724,13-12-2024
54795,12750,102,Current,48651,15-05-2019
54796,11889,105,Savings,408312,16-12-2019
54797,13685,106,Savings,894551,15-08-2019
54798,11842,104,Current,302401,05-07-2017
54799,11512,103,Current,1874075,13-03-2021
54800,11583,107,Current,780433,13-06-2020
54801,13728,106,Savings,1821404,03-11-2016
54802,11111,101,Current,305625,30-06-2023
54803,14592,106,Current,1126296,12-02-2026
54804,11183,107,Current,538465,16-09-2021
54805,11356,108,Savings,904440,06-11-2022
54806,10076,103,Current,325182,08-06-2022
54807,12959,108,Current,691463,07-03-2017
54808,14029,108,Current,1140766,12-09-2019
54809,12700,104,Current,446644,18-05-2025
54810,13397,104,Current,661092,02-02-2025
54811,12534,109,Savings,83896,29-12-2022
54812,11151,101,Savings,1578356,26-01-2017
54813,11803,104,Current,1081109,29-11-2022
54814,10370,104,Current,1969720,24-10-2019
54815,14869,109,Savings,1809707,09-06-2025
54816,12736,107,Savings,842343,18-03-2021
